,t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,-29.997869262690074,0.6095372204310376,0.5588165351270779,0.553367687200068,0.5092088538878732,0.4411040734411479,0.3933169827091682,0.35686940420172325,0.3279120277678375,0.30437559226576183,0.2848065980895634,0.2682200446967155,0.2539400108228192,0.2414810149219086,0.23049739290549237,0.5895540385454036,0.21194069413871883,0.6200903676283464,0.6193939034443677,0.6197523989185261,0.19285456603633516,0.19562231750970888,0.18905246904453382
1,-29.91975330461719,0.6097080313714018,0.5583653805633729,0.5535720619684047,0.5075654235672878,0.43962549234041587,0.3919611511134673,0.35559745183778396,0.3266976362731141,0.303204064761237,0.2836689068247865,0.26710826656322073,0.25284866127052386,0.24040598485046885,0.6164589442574178,0.5892780646864504,0.21086243270547825,0.6200561731341827,0.19575724186454607,0.6197262032484252,0.6196404674305027,0.1945351632544969,0.18774739765695228
2,-29.841637008803445,0.6098778812042186,0.5579256635634503,0.5537792973790192,0.5059231208911157,0.43814818486302504,0.39060607394366254,0.3543245914505622,0.32548308454657,0.30203340079607494,0.2825304959596816,0.2659967936198891,0.25175545696717444,0.23932926542616598,0.6276685547841234,0.2185923374709144,0.20981335390703199,0.2019059759298115,0.1947351963451391,0.6196985765493906,0.6197086221049734,0.19352386716512626,0.18692452819983538
3,-29.76352037316792,0.6100473255866415,0.5574973939760542,0.7277952599753362,0.5042820623495804,0.43667320224880396,0.3892522766880418,0.353053159042994,0.32426959230994434,0.3008626612492533,0.2813918829997672,0.26488383444331953,0.2506645754339681,0.23825581432287082,0.6276685547841234,0.21753795287193523,0.5916945751022334,0.20088112187467802,0.1934475186289676,0.6196749000768663,0.6199615697650311,0.1924019748309653,0.18581217052100518
4,-29.685403395678804,0.6102158341740632,0.7628936655695772,0.7272899311278084,0.5026428819268789,0.4351980471330149,0.3878998212135871,0.35178282139052647,0.3230557387501854,0.29969152710479113,0.2802543342697747,0.2637714246075507,0.24957291315569616,0.23717626069948727,0.6276685547841234,0.21648471136664468,0.5910093089139496,0.1997449369619049,0.19257219574621282,0.19562755176262334,0.6202834386631951,0.623095894835647,0.18477643100611651
5,-29.607286074368858,0.6103834555604971,0.7621898593574057,0.5544171522106668,0.5010056444274957,0.43372623227231816,0.3865483551536975,0.3505120804789722,0.3218422222981717,0.29852036270874666,0.2791162674478164,0.2626585601275358,0.24848056672173088,0.23609978517962196,0.6276685547841234,0.21541648761704718,0.5903299564786786,0.5759608442997054,0.6193212209486637,0.19453583991172937,0.6202835216307763,0.6230526373650304,0.18370748824255637
6,-29.529168407319958,0.6105505624270379,0.5562801172111889,0.5546348554570126,0.49936922843090664,0.43225410047220697,0.38519679434632387,0.34924159301186763,0.320629341052173,0.29734958865607725,0.27797833159004925,0.26154570607179195,0.24738574287573498,0.23501965002946099,0.6276685547841234,0.21436107853444483,0.43849445904179485,0.5753472062692513,0.6193079767510297,0.193479284942923,0.6202836341257639,0.6230171307739188,0.18264336729065128
7,-29.451050392678553,0.6107170191512357,0.7607898639583494,0.5548548672754524,0.4977348365331417,0.4307847441869604,0.3838459602296871,0.34797270145763526,0.31941604287603065,0.2961786693127149,0.27683900308061676,0.2604334233016172,0.24629246539821728,0.23394127357725344,0.6276685547841234,0.6152934918533007,0.4376318659195391,0.5747186614894428,0.619302249850469,0.5709199457030428,0.6202847425124548,0.6229641577781458,0.18156095233140693
8,-29.372932028649302,0.610882566666813,0.5555241880889904,0.5550772097025712,0.49610184977561056,0.42931596077727796,0.3824974595124525,0.34670328456201965,0.3182036121705654,0.2950079370937805,0.27570118364985574,0.2593199222047644,0.24519910972929465,0.2328617306157668,0.22195857933868246,0.21223491686064908,0.4367935362583098,0.5740727439187547,0.6193059186238971,0.19138461805930257,0.6202846178086348,0.6229221078558018,0.2406608733247334
9,-29.294813313497798,0.6110473220670455,0.5551626212992967,0.5553017679757294,0.49447025776974496,0.4278483239563948,0.38114914283209606,0.3454353754488204,0.31699101427520204,0.2938367671500626,0.2745617860572688,0.2582056499691807,0.244105275778759,0.23178771138739374,0.22089242170323378,0.2111887075327897,0.43596941169481235,0.19445333406618995,0.6192965231431464,0.619551548575827,0.6202840194216536,0.6228837451195404,0.239380164701829
10,-29.21669424555421,0.6112112100332855,0.5548119494270368,0.5555285448209188,0.49284038701900745,0.4263824786265632,0.37980277747506297,0.34416767230246664,0.31577859818116494,0.2926655581488801,0.27342337406080347,0.25709193380867884,0.24300954485482573,0.23070054363996292,0.2198243380514932,0.21011180054939554,0.6276685547841234,0.1933942792684801,0.6192968810566923,0.619534343830189,0.620284309097232,0.6228420806138631,0.17842932295409653
11,-29.138574823213276,0.6113745025497311,0.7580213733628484,0.5557572210178039,0.49121183480709063,0.4249180302206054,0.37845626786790915,0.3428998179230703,0.31456698898201024,0.2914947211259335,0.27228463174387035,0.25597817755121044,0.2419151534656355,0.22962334747608237,0.21875195388353957,0.2090281426797338,0.200297790170653,0.19232041976386202,0.6193107857433474,0.6195248461211391,0.6276685547841234,0.6227959485057172,0.17712266569106475
12,-29.060455044933406,0.6115370198315587,0.5541427862006555,0.5559879099982125,0.4895861356738766,0.423455391617067,0.3771100984237119,0.3416323273039461,0.31335461315428687,0.29032380836588695,0.2711448818700378,0.2548633248151903,0.24082075260412744,0.2285433251896348,0.21767283552103184,0.20796981808744805,0.19921467066137583,0.19133128310686595,0.61931987858428,0.6195142738225682,0.1800675174171069,0.6227495530162621,0.17596656192233967
13,-28.982334909243036,0.6116990418002098,0.553824208107276,0.5562203259723498,0.487961156476218,0.421993257442873,0.3757661309283131,0.3403658101646167,0.3121430466228841,0.2891534736896422,0.27000591707828914,0.2537484464181876,0.23972168654450368,0.22745775022985054,0.2166077788887906,0.2068991299309052,0.6205020642503144,0.6196570160046573,0.6193410947763489,0.6195024479611166,0.17890478681547292,0.6227065209210921,0.1750681091472306
14,-28.904214414736998,0.6118599370035483,0.5535160313129802,0.5564545803986561,0.48633725964917923,0.4205327365930557,0.3744223217342787,0.33909996480406523,0.3109308554135948,0.2879824328207647,0.26886616696294324,0.25263289150385315,0.238628506914106,0.22637690706139874,0.21553236952838292,0.2058303516365296,0.6276685547841234,0.6196304258835129,0.6193681208723196,0.6194927728671155,0.6276685547841234,0.18061298737540193,0.17385430113647984
15,-28.826093560080153,0.6120203246033143,0.5532183547354655,0.5566906534544165,0.4847150430970613,0.419074198439152,0.37307978832428046,0.337834235354433,0.3097202224531033,0.2868117381154831,0.26772681217488636,0.2515179471618302,0.23753145370679865,0.22529425690201735,0.21446465646315016,0.2047784255383778,0.6276685547841234,0.6196019631026118,0.6276685547841234,0.6194884730018043,0.6276685547841234,0.17952389084633583,0.172687469837282
16,-28.747972344009213,0.612179589364507,0.7546202940688009,0.5569281508899485,0.48309459106952657,0.41761650287807706,0.3717367803946586,0.3365682534780999,0.30850848578884005,0.2856401035315434,0.26658698891076327,0.25040180865975586,0.23643385772950198,0.2242104026256335,0.21338419290288968,0.2037129549083062,0.6276685547841234,0.6195762834408649,0.17971581274944068,0.6194907908844567,0.6276685547841234,0.17846126288824335,0.1716254640613861
