,t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,-29.998652962300184,0.6091181461038964,0.5587216102393593,0.5531765619430886,0.5085740821363275,0.4405018142420532,0.39274070046314197,0.35631286778082544,0.3273661462218613,0.303838222690193,0.2842749331237401,0.26769126928184644,0.25341177722965724,0.24095386301924976,0.22996139776854918,0.5889603135683931,0.2113554328218385,0.6196150957890397,0.618882075532192,0.6192578600868293,0.19232425095705982,0.19512545597757258,0.18847309203546966
1,-29.920518654556872,0.6092885181948695,0.5582685796065162,0.5533804625925989,0.506930477654908,0.4390235323868794,0.3913855901688238,0.3550405799069979,0.3261532089313801,0.302668319288136,0.28313789894988334,0.26658086382941826,0.2523210096836066,0.2398770682167637,0.615991015856459,0.21911174706200245,0.21032181838845188,0.6195794767921746,0.1952679966285116,0.6192262079944048,0.6189856255284772,0.19397100412403687,0.1874704545394801
2,-29.84238401494531,0.6094581385290404,0.5578268551098488,0.5535871383960624,0.5052883974062737,0.43754790102777485,0.3900320267874386,0.3537700950557854,0.32493964920427015,0.3014982349872319,0.28200061751412764,0.2654696552437398,0.2512308985047147,0.2388040848492643,0.6159495311029398,0.2180619067562024,0.5912704911249075,0.20128196190619554,0.19407904515302285,0.6191993174950986,0.6190223489457735,0.19285410512190096,0.18630525603606304
3,-29.764249045449105,0.6096270233398537,0.5573965423741748,0.7283169832965424,0.5036490481417879,0.4360725596788804,0.3886786450929951,0.35249944167609576,0.32372675085980496,0.3003275561467123,0.2808638270375165,0.2643579146529543,0.2501400580176087,0.23772700895013726,0.6159084146211381,0.21700609165587256,0.5905761452649287,0.20026105165212424,0.19308648616678772,0.6191693222323985,0.6191115414206426,0.6227496134844371,0.1850302614855309
4,-29.686113748145544,0.6097953065645934,0.76337233603479,0.7278120854865113,0.5020092977017265,0.4345996409615452,0.3873270407218615,0.35122919632649674,0.322514316178229,0.2991573260385669,0.2797261641399211,0.26324695460175856,0.24904750445979892,0.23665099610549592,0.6158677185557394,0.21594345545858679,0.5898877655466941,0.6194685629253391,0.19206652462500856,0.1950067003565449,0.6192037074900402,0.6227136568792234,0.18407728306440546
5,-29.60797812522469,0.6099628879936937,0.7626691241791964,0.5542234681742023,0.5003723864249606,0.43312722617918276,0.3859763570286079,0.3499596742902493,0.3213022299759709,0.29798740684938657,0.2785893609233848,0.26213548620601174,0.24795688082432119,0.2355732708251121,0.615827429246673,0.21488490327217083,0.5891944978730993,0.6194364974453171,0.6187944637201497,0.19395285890348057,0.6198062080324545,0.6226743688770116,0.18287106427760888
6,-29.529842178971194,0.6101293523506482,0.5561735751999871,0.5544406188893266,0.4987370479290798,0.43165711699942105,0.38462580190794754,0.3486908040951616,0.3200900318062735,0.29681775905292174,0.2774518082937732,0.26102275206727105,0.24686296406504665,0.23449451999128682,0.6157877723386388,0.6056031597886209,0.4373892545750635,0.6193975104605287,0.618775487152451,0.19287150421785246,0.6198047395156867,0.6226237029749844,0.18201886870507275
7,-29.451705911778845,0.6102953894188708,0.761269594749749,0.5546602092076556,0.497103728318982,0.4301877799204713,0.3832773487800069,0.3474223424400224,0.31887745965207903,0.2956472743268995,0.27631443810132533,0.25991050857750464,0.24577079188203568,0.233418893627059,0.6157485266855188,0.6148352809489961,0.4365434075855289,0.6193665492674826,0.6187692837374975,0.19196172971358366,0.6198062080324545,0.6225884357029292,0.23907077057272036
8,-29.373569326144207,0.6104607496572965,0.5554140706240487,0.5548820351596183,0.49547091499101187,0.42871974386398104,0.381928635724416,0.3461539983916739,0.3176659040748237,0.2944767817507604,0.2751763270500801,0.25879831512514806,0.24467857028531162,0.23234113384247893,0.22143252714210682,0.2116999168629095,0.43571498792913804,0.19497747945619961,0.6187659996689968,0.6190588975633369,0.6198062080324545,0.6225445874088852,0.2387403086877397
9,-29.29543242467207,0.6106252944083136,0.5550506099757365,0.555106169866868,0.4938406000220987,0.42725318199615153,0.38058145152317313,0.34488667147458907,0.31645388837312216,0.2933081164974563,0.274038972943119,0.2576856227232389,0.24358505441061945,0.23126070197022505,0.220367444307051,0.21063765216617475,0.6271786107640211,0.19389435975005953,0.6187638103255189,0.6190281961948069,0.6198058609795063,0.6225003298677694,0.1787012402815534
