,t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,-29.996756779106363,0.5970831591317012,0.601767779591476,0.4449065978926292,0.36295042978389086,0.30640580436440884,0.2645223784407304,0.23263348157346725,0.20796235228877616,0.18848240105078667,0.17282648414233576,0.16010157598871425,0.14973954528469846,0.14140539624057985,0.13496363114232962,0.13061043718554308,0.12941745329621354,0.605627728285695,0.5999774500788266,0.605627728285695,0.6056271758047518,0.605627728285695,0.605627728285695
1,-29.918610283395537,0.5971964314554237,0.6017755079563601,0.4433743024592904,0.3615186140753679,0.3050600105673405,0.2632659956273255,0.23146255961430695,0.20686609046269872,0.18745212888058083,0.1718543023285758,0.15918433317643108,0.14887601664846709,0.14059570920626513,0.13422765879667178,0.1299510388172156,0.12899393596634245,0.605627728285695,0.5999449823581466,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695
2,-29.840465533870884,0.5973086017449452,0.6017801123840569,0.44184197618470145,0.36008704473497927,0.30371534955290247,0.26201109433725434,0.23029316495433977,0.2057722250571224,0.18642352775973978,0.1708842413859821,0.15826843849450084,0.14801365228940108,0.1397926025420123,0.13347787555239277,0.12930241480672838,0.12855299819252158,0.605627728285695,0.4956006457633745,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695
3,-29.762321558459007,0.59741989354968,0.6017811652900302,0.4403100284123432,0.3586557609775118,0.30237121047520404,0.2607574117669306,0.2291250078329324,0.20467968055805644,0.18539612463871058,0.1699156004912395,0.15735426468647054,0.14715306927151972,0.1389875857410718,0.1327458279113108,0.12868077885348161,0.12815452391656482,0.605627728285695,0.5998868343339495,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695
4,-29.684177835886658,0.5975304917086487,0.6017774219896762,0.4387786221989073,0.3572245198187632,0.3010274888373237,0.2595049843414573,0.2279587587606011,0.20358924148287005,0.18437121578318677,0.1689492555321931,0.15644228154611606,0.1462954089364583,0.1381885882989509,0.13201425391423496,0.12804111927680364,0.1277405159530973,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695
5,-29.606034372218346,0.5976401016745854,0.6017686454179436,0.4372476966286153,0.3557930800797155,0.29968482225422194,0.2582537794193082,0.22679413570602935,0.20249949421359295,0.18334786815141224,0.1679845069847732,0.1555319350958337,0.1454405637322664,0.13738785063054942,0.13129007799056902,0.12740279330586196,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695
6,-29.52789117343491,0.5977487248380837,0.6017527442603402,0.4357170480150675,0.3543627705494506,0.2983430255762671,0.2570034494789005,0.22563102502397112,0.2014122516631518,0.1823261509678055,0.16702086102298946,0.1546246567178524,0.14458605579525066,0.13659386219022604,0.1305637897212004,0.1267948217787381,0.605627728285695,0.605627728285695,0.5998045892210853,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695
7,-29.44974824543715,0.597856514407023,0.6017277930230154,0.43418665556826375,0.3529325518187466,0.29700205986538614,0.25575526493842476,0.22446919553964728,0.20032642895441743,0.18130609830628222,0.16605990290562234,0.1537185964251714,0.1437350962846414,0.1357998367290401,0.12984849368702303,0.1261647180830855,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695,0.605627728285695
8,-29.371605594044922,0.5979634158838469,0.6016907465431188,0.43265672665938626,0.3515020378966935,0.2956613368769832,0.25450774995163467,0.223309204589448,0.1992423352724582,0.1802877407164988,0.16510105669295144,0.15281471312159217,0.14288553359324832,0.13501319229657371,0.12912962453433285,0.12553950645578996,0.605627728285695,0.605627728285695,0.605627728285695,0.6056277282856949,0.605627728285695,0.605627728285695,0.605627728285695
9,-29.293463224988955,0.5980694543782332,0.6016345490929039,0.4311270939423153,0.3500725662676272,0.29432167451084607,0.25326191552880395,0.2221506616373869,0.19815992360463808,0.17927145344235693,0.1641432178842544,0.15191214822014246,0.14203868816110868,0.13422471313090137,0.1284071026023347,0.1249544688126169,0.605627728285695,0.605627728285695,0.5997261067824915,0.605627728285695,0.605627728285695,0.5536999498133092,0.605627728285695
